,Importance,std,indices,feature
0,0.6531164246127252,0.432822655382825,0,QUAL
1,0.029319836960319152,0.0986721606327269,3,reads_all
2,0.11206396710307938,0.2192316028525748,2,proximty
3,0.11631121785881678,0.22944555856810067,8,baseChange
4,0.005180210735766292,0.0363873876205603,1,majority base %
5,0.0086675578763169,0.02535407196012783,5,Top Base matches VC
6,0.0,0.0,4,deletions %
7,0.0,0.0,7,insertions %
8,0.0753407848529764,0.12301369459624906,6,strand bias
